session_id,session_length,pages_visited,unique_domains,domain_switches,category_switches,session_complexity,avg_ram,peak_ram,avg_cpu,ram_per_page,ram_per_domain,ram_per_switch,session_intensity,cluster
57,123.994814,5,1,0,0,5,7595.44,7595.44,58.6,1519.088,7595.44,7595.44,5,2
58,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
59,142.666406,4,1,0,0,4,7595.44,7595.44,58.6,1898.86,7595.44,7595.44,4,2
60,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
61,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
62,15.791363,3,3,2,2,7,7595.44,7595.44,58.6,2531.813333333333,2531.813333333333,2531.813333333333,7,2
63,223.767854,3,2,1,1,5,7595.44,7595.44,58.6,2531.813333333333,3797.72,3797.72,5,2
64,35.645368,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
65,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
66,119.159957,6,1,0,0,6,7595.44,7595.44,58.6,1265.9066666666663,7595.44,7595.44,6,2
67,1071.43437,11,3,3,3,17,7595.44,7595.44,58.6,690.4945454545455,2531.813333333333,1898.86,17,0
68,37.920857,3,2,2,2,7,7595.44,7595.44,58.6,2531.813333333333,3797.72,2531.813333333333,7,2
69,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
70,165.36165,5,3,3,2,10,7595.44,7595.44,58.6,1519.088,2531.813333333333,1898.86,10,2
71,2947.020593,36,2,5,5,46,7595.439999999999,7595.44,58.6,210.9844444444444,3797.7199999999993,1265.9066666666663,46,0
72,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
73,54.904288,7,2,1,1,9,7595.44,7595.44,58.6,1085.0628571428572,3797.72,3797.72,9,2
74,72.791466,6,2,1,1,8,7595.44,7595.44,58.6,1265.9066666666663,3797.72,3797.72,8,2
75,66.148211,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
76,740.337724,5,2,1,1,7,7595.44,7595.44,58.6,1519.088,3797.72,3797.72,7,2
77,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
78,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
79,345.051663,6,1,0,0,6,7595.44,7595.44,58.6,1265.9066666666663,7595.44,7595.44,6,2
80,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
81,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
82,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
83,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
84,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
85,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
86,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
87,46.71454,4,2,1,1,6,7595.44,7595.44,58.6,1898.86,3797.72,3797.72,6,2
88,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
89,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
90,2.169995,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
91,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
92,2.838371,4,2,1,1,6,7595.44,7595.44,58.6,1898.86,3797.72,3797.72,6,2
93,1715.608492,35,1,0,0,35,7595.439999999999,7595.44,58.6,217.0125714285714,7595.439999999999,7595.439999999999,35,0
94,0.177786,3,2,1,1,5,7595.44,7595.44,58.6,2531.813333333333,3797.72,3797.72,5,2
95,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
96,2348.119522,23,3,2,2,27,7595.44,7595.44,58.6,330.2365217391304,2531.813333333333,2531.813333333333,27,0
97,1760.202533,14,2,3,3,20,7595.44,7595.44,58.6,542.5314285714286,3797.72,1898.86,20,0
98,17.842192,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
99,9.49925,8,1,0,0,8,7595.44,7595.44,58.6,949.43,7595.44,7595.44,8,2
100,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
101,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
102,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
103,204.875296,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
104,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
105,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
106,2354.532182,48,4,8,8,64,7595.44,7595.44,58.6,158.23833333333332,1898.86,843.9377777777777,64,0
107,3161.458832,61,5,12,12,85,7595.44,7595.44,58.6,124.51540983606556,1519.088,584.2646153846154,85,1
108,925.115684,7,2,2,2,11,7595.44,7595.44,58.6,1085.0628571428572,3797.72,2531.813333333333,11,2
109,139.681278,7,2,1,1,9,7595.44,7595.44,58.6,1085.0628571428572,3797.72,3797.72,9,2
110,73.550893,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
111,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
112,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
113,43.717691,3,2,2,2,7,7595.44,7595.44,58.6,2531.813333333333,3797.72,2531.813333333333,7,2
114,265.448735,7,2,1,1,9,7595.44,7595.44,58.6,1085.0628571428572,3797.72,3797.72,9,2
115,22.319508,4,2,1,1,6,7595.44,7595.44,58.6,1898.86,3797.72,3797.72,6,2
116,748.851908,6,3,3,1,10,7595.44,7595.44,58.6,1265.9066666666663,2531.813333333333,1898.86,10,0
117,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
118,146.514484,4,1,0,0,4,7595.44,7595.44,58.6,1898.86,7595.44,7595.44,4,2
119,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
120,833.496357,9,2,1,1,11,7595.439999999999,7595.44,58.6,843.9377777777777,3797.7199999999993,3797.7199999999993,11,2
121,488.517435,8,1,0,0,8,7595.44,7595.44,58.6,949.43,7595.44,7595.44,8,2
122,654.450273,5,3,4,4,13,7595.44,7595.44,58.6,1519.088,2531.813333333333,1519.088,13,0
123,4.506744,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
124,143.799859,5,1,0,0,5,7595.44,7595.44,58.6,1519.088,7595.44,7595.44,5,2
125,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
126,317.374383,3,2,1,1,5,7595.44,7595.44,58.6,2531.813333333333,3797.72,3797.72,5,2
127,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
128,1109.614066,7,2,2,2,11,7595.44,7595.44,58.6,1085.0628571428572,3797.72,2531.813333333333,11,0
129,2260.44683,9,2,1,1,11,7595.439999999999,7595.44,58.6,843.9377777777777,3797.7199999999993,3797.7199999999993,11,0
130,2176.347362,11,1,0,0,11,7595.44,7595.44,58.6,690.4945454545455,7595.44,7595.44,11,0
131,73.349988,4,3,3,3,10,7595.44,7595.44,58.6,1898.86,2531.813333333333,1898.86,10,2
132,207.429685,16,2,2,2,20,7595.44,7595.44,58.6,474.715,3797.72,2531.813333333333,20,0
133,69.813045,4,2,1,1,6,7595.44,7595.44,58.6,1898.86,3797.72,3797.72,6,2
134,73.295929,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
135,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
136,665.432265,7,2,1,1,9,7595.44,7595.44,58.6,1085.0628571428572,3797.72,3797.72,9,2
137,47.559676,3,1,0,0,3,7595.44,7595.44,58.6,2531.813333333333,7595.44,7595.44,3,2
138,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
139,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
140,11.081974,3,1,0,0,3,7595.44,7595.44,58.6,2531.813333333333,7595.44,7595.44,3,2
141,1.805403,3,1,0,0,3,7595.44,7595.44,58.6,2531.813333333333,7595.44,7595.44,3,2
142,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
143,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
144,0.555007,2,2,1,1,4,7595.44,7595.44,58.6,3797.72,3797.72,3797.72,4,2
145,120.350102,4,2,2,2,8,7595.44,7595.44,58.6,1898.86,3797.72,2531.813333333333,8,2
146,45.373265,3,2,2,2,7,7595.44,7595.44,58.6,2531.813333333333,3797.72,2531.813333333333,7,2
147,138.213076,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
148,154.140181,14,2,1,1,16,7595.44,7595.44,58.6,542.5314285714286,3797.72,3797.72,16,2
149,17.571242,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
150,1.499143,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
151,314.281855,4,1,0,0,4,7595.44,7595.44,58.6,1898.86,7595.44,7595.44,4,2
152,430.235704,7,3,3,3,13,7595.44,7595.44,58.6,1085.0628571428572,2531.813333333333,1898.86,13,0
153,828.869081,4,2,1,0,5,7595.44,7595.44,58.6,1898.86,3797.72,3797.72,5,2
154,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
155,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
156,56.88496,4,3,3,3,10,7595.44,7595.44,58.6,1898.86,2531.813333333333,1898.86,10,2
157,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
158,4.075917,3,2,1,1,5,7595.44,7595.44,58.6,2531.813333333333,3797.72,3797.72,5,2
159,104.063306,15,5,12,11,38,7595.44,7595.44,58.6,506.36266666666666,1519.088,584.2646153846154,38,0
160,18.123737,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
161,42.231543,3,1,0,0,3,7595.44,7595.44,58.6,2531.813333333333,7595.44,7595.44,3,2
162,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
163,13.756247,5,1,0,0,5,7595.44,7595.44,58.6,1519.088,7595.44,7595.44,5,2
164,4.472018,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
165,16.913609,8,1,0,0,8,7595.44,7595.44,58.6,949.43,7595.44,7595.44,8,2
166,3963.527614,46,1,0,0,46,7595.44,7595.44,58.6,165.1182608695652,7595.44,7595.44,46,0
167,1635.333886,12,5,7,6,25,7595.44,7595.44,58.6,632.9533333333333,1519.088,949.43,25,0
168,467.066593,4,2,1,1,6,7595.44,7595.44,58.6,1898.86,3797.72,3797.72,6,2
169,111.649389,5,3,3,3,11,7595.44,7595.44,58.6,1519.088,2531.813333333333,1898.86,11,2
170,10.620472,3,2,1,1,5,7595.44,7595.44,58.6,2531.813333333333,3797.72,3797.72,5,2
171,5.259876,3,1,0,0,3,7595.44,7595.44,58.6,2531.813333333333,7595.44,7595.44,3,2
172,883.611504,14,4,3,3,20,7595.44,7595.44,58.6,542.5314285714286,1898.86,1898.86,20,0
173,29.202042,3,2,2,2,7,7595.44,7595.44,58.6,2531.813333333333,3797.72,2531.813333333333,7,2
174,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
175,3695.788278,72,16,27,9,108,7595.439999999999,7595.44,58.6,105.4922222222222,474.7149999999999,271.26571428571424,108,1
176,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
177,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
178,84.675681,6,3,3,3,12,7595.44,7595.44,58.6,1265.9066666666663,2531.813333333333,1898.86,12,2
179,7.289678,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
180,5.786642,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
181,51.095377,10,2,1,1,12,7595.44,7595.44,58.6,759.544,3797.72,3797.72,12,2
182,1.522463,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
183,470.969392,19,4,8,3,30,7595.44,7595.44,58.6,399.76,1898.86,843.9377777777777,30,0
184,241.431782,6,2,1,1,8,7595.44,7595.44,58.6,1265.9066666666663,3797.72,3797.72,8,2
185,0.85346,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
186,560.510217,9,1,0,0,9,7595.439999999999,7595.44,58.6,843.9377777777777,7595.439999999999,7595.439999999999,9,2
187,99.640755,12,1,0,0,12,7595.44,7595.44,58.6,632.9533333333333,7595.44,7595.44,12,2
188,32.887703,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
189,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
190,403.152716,7,2,1,1,9,7595.44,7595.44,58.6,1085.0628571428572,3797.72,3797.72,9,2
191,337.430951,12,2,1,1,14,7595.44,7595.44,58.6,632.9533333333333,3797.72,3797.72,14,2
192,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
193,2650.30904,60,11,20,9,89,7595.44,7595.44,58.6,126.59066666666666,690.4945454545455,361.687619047619,89,1
194,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
195,991.397244,19,2,5,5,29,7595.44,7595.44,58.6,399.76,3797.72,1265.9066666666663,29,0
196,208.560965,28,1,0,0,28,7595.44,7595.44,58.6,271.2657142857143,7595.44,7595.44,28,0
197,207.519119,2,2,1,1,4,7595.44,7595.44,58.6,3797.72,3797.72,3797.72,4,2
198,45.955478,4,3,2,2,8,7595.44,7595.44,58.6,1898.86,2531.813333333333,2531.813333333333,8,2
199,1266.205825,27,7,11,5,43,7595.439999999999,7595.44,58.6,281.3125925925925,1085.062857142857,632.9533333333333,43,0
200,1104.708175,14,4,7,7,28,7595.44,7595.44,58.6,542.5314285714286,1898.86,949.43,28,0
201,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
202,393.070513,13,2,2,2,17,7595.44,7595.44,58.60000000000001,584.2646153846155,3797.72,2531.813333333333,17,0
203,468.11091,13,4,6,6,25,7595.44,7595.44,58.60000000000001,584.2646153846155,1898.86,1085.0628571428572,25,0
204,1400.590283,16,2,2,2,20,7595.44,7595.44,58.6,474.715,3797.72,2531.813333333333,20,0
205,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
206,2564.421877,14,3,3,3,20,7595.44,7595.44,58.6,542.5314285714286,2531.813333333333,1898.86,20,0
207,15.611211,3,2,1,1,5,7595.44,7595.44,58.6,2531.813333333333,3797.72,3797.72,5,2
208,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
209,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
210,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
211,0.840852,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
212,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
213,3.415414,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
214,3239.055433,25,3,7,7,39,7595.44,7595.44,58.6,303.8176,2531.813333333333,949.43,39,0
215,109.275468,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
216,91.046238,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
217,2900.19973,31,4,6,6,43,7595.44,7595.44,58.6,245.01419354838708,1898.86,1085.0628571428572,43,0
218,4.112404,3,1,0,0,3,7595.44,7595.44,58.6,2531.813333333333,7595.44,7595.44,3,2
219,1412.364229,6,3,3,2,11,7595.44,7595.44,58.6,1265.9066666666663,2531.813333333333,1898.86,11,0
220,394.895564,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
221,2009.473661,15,4,9,6,30,7595.44,7595.44,58.6,506.36266666666666,1898.86,759.544,30,0
222,0.818464,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
223,1323.33693,4,1,0,0,4,7595.44,7595.44,58.6,1898.86,7595.44,7595.44,4,2
224,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,2
225,45.170734,3,1,0,0,3,7595.44,7595.44,58.6,2531.813333333333,7595.44,7595.44,3,2
226,2.878301,3,1,0,0,3,7595.44,7595.44,58.6,2531.813333333333,7595.44,7595.44,3,2
227,7.865232,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,2
228,74.275277,2,2,1,1,4,7595.44,7595.44,58.6,3797.72,3797.72,3797.72,4,2
229,1589.116021,20,4,4,3,27,7595.44,7595.44,58.6,379.772,1898.86,1519.088,27,0
