session_id,session_length,pages_visited,unique_domains,domain_switches,category_switches,session_complexity,avg_ram,peak_ram,avg_cpu,ram_per_page,ram_per_domain,ram_per_switch,session_intensity,anomaly_score,is_anomaly
303,4778.46263,87,5,6,5,98,7595.439999999999,7595.44,58.6,87.303908045977,1519.0879999999995,1085.062857142857,98,1.289267696954953,True
304,1768.445156,33,2,1,0,34,7595.44,7595.44,58.6,230.16484848484848,3797.72,3797.72,34,0.3683878197556541,False
305,1159.217917,24,2,1,0,25,7595.44,7595.44,58.6,316.47666666666663,3797.72,3797.72,25,0.1842466361396645,False
306,2808.904316,113,1,0,0,113,7595.44,7595.44,58.6,67.21628318584071,7595.44,7595.44,113,4.688952955553164,True
307,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
308,80.272301,17,5,7,4,28,7595.44,7595.44,58.6,446.7905882352941,1519.088,949.43,28,0.41843127047629497,False
309,3041.252665,171,14,30,27,228,7595.44,7595.44,58.6,44.41777777777777,542.5314285714286,245.01419354838708,228,4.755021045893733,True
310,44.023432,6,2,1,1,8,7595.44,7595.44,58.6,1265.9066666666663,3797.72,3797.72,8,0.012922359276860007,False
311,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
312,45.102901,2,2,1,1,4,7595.44,7595.44,58.6,3797.72,3797.72,3797.72,4,0.03449129360237086,False
313,10.615342,7,2,3,3,13,7595.44,7595.44,58.6,1085.0628571428572,3797.72,1898.86,13,0.0520117393160831,False
314,31.744917,7,2,1,1,9,7595.44,7595.44,58.6,1085.0628571428572,3797.72,3797.72,9,0.011719050824402668,False
315,26.08942,4,2,1,1,6,7595.44,7595.44,58.6,1898.86,3797.72,3797.72,6,0.015860113977714196,False
316,5.499605,2,2,1,1,4,7595.44,7595.44,58.6,3797.72,3797.72,3797.72,4,0.037714341822651425,False
317,439.278613,18,3,3,3,24,7595.439999999999,7595.44,58.6,421.9688888888888,2531.813333333333,1898.86,24,0.02297555083797642,False
318,128.528711,11,2,1,1,13,7595.44,7595.44,58.6,690.4945454545455,3797.72,3797.72,13,0.014798809923740113,False
319,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
320,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
321,61.072563,11,4,7,4,22,7595.44,7595.44,58.6,690.4945454545455,1898.86,949.43,22,0.3460826411874193,False
322,12.413188,2,2,1,1,4,7595.44,7595.44,58.6,3797.72,3797.72,3797.72,4,0.03712236119177903,False
323,843.618633,87,2,4,4,95,7595.439999999999,7595.44,58.6,87.303908045977,3797.7199999999993,1519.0879999999995,95,1.8262611125093173,True
324,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
325,13.11044,3,2,1,1,5,7595.44,7595.44,58.6,2531.813333333333,3797.72,3797.72,5,0.0195378998118061,False
326,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
327,149.86615,12,2,1,1,14,7595.44,7595.44,58.6,632.9533333333333,3797.72,3797.72,14,0.015793067531750363,False
328,655.016008,33,1,0,0,33,7595.44,7595.44,58.6,230.16484848484848,7595.44,7595.44,33,0.36324719958471813,False
329,1549.93043,42,5,5,5,52,7595.44,7595.44,58.60000000000001,180.8438095238095,1519.088,1265.9066666666663,52,0.10161260052798052,False
330,1010.477819,14,2,1,1,16,7595.44,7595.44,58.6,542.5314285714286,3797.72,3797.72,16,0.13127164958944942,False
331,3706.105199,87,5,15,14,116,7595.439999999999,7595.44,58.6,87.303908045977,1519.0879999999995,474.7149999999999,116,0.7440461551026277,True
332,604.389088,15,1,0,0,15,7595.44,7595.44,58.6,506.36266666666666,7595.44,7595.44,15,0.14669759987690686,False
333,123.874226,6,1,0,0,6,7595.44,7595.44,58.6,1265.9066666666663,7595.44,7595.44,6,0.029969020985605364,False
334,555.968559,12,2,2,2,16,7595.44,7595.44,58.6,632.9533333333333,3797.72,2531.813333333333,16,0.0419998854827623,False
335,49.454551,8,2,1,1,10,7595.44,7595.44,58.6,949.43,3797.72,3797.72,10,0.011017353679790206,False
336,179.609977,9,2,4,4,17,7595.439999999999,7595.44,58.6,843.9377777777777,3797.7199999999993,1519.0879999999995,17,0.07662740241210149,False
337,74.937457,6,1,0,0,6,7595.44,7595.44,58.6,1265.9066666666663,7595.44,7595.44,6,0.026682714477231584,False
338,0.0,2,2,1,0,3,7595.44,7595.44,58.6,3797.72,3797.72,3797.72,3,0.0375785671284121,False
339,41.358445,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,0.007634722825111567,False
340,174.206762,15,3,4,4,23,7595.44,7595.44,58.6,506.36266666666666,2531.813333333333,1519.088,23,0.04245480425339913,False
341,155.499673,4,3,2,2,8,7595.44,7595.44,58.6,1898.86,2531.813333333333,2531.813333333333,8,0.08724785253015666,False
342,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
343,1.223651,3,1,0,0,3,7595.44,7595.44,58.6,2531.813333333333,7595.44,7595.44,3,0.004654199192366737,False
344,3.555119,5,2,1,1,7,7595.44,7595.44,58.6,1519.088,3797.72,3797.72,7,0.013587510396883305,False
345,313.290137,4,1,0,0,4,7595.44,7595.44,58.6,1898.86,7595.44,7595.44,4,0.030329812339614758,False
346,387.057642,29,5,8,7,44,7595.44,7595.44,58.6,261.911724137931,1519.088,843.9377777777777,44,0.23585780695006284,False
347,488.643157,8,3,3,3,14,7595.44,7595.44,58.6,949.43,2531.813333333333,1898.86,14,0.087244709602554,False
348,1365.757516,31,2,1,1,33,7595.44,7595.44,58.6,245.01419354838708,3797.72,3797.72,33,0.26825660330843903,False
349,0.0,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,0.00989646072735617,False
350,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
351,1.217058,4,1,0,0,4,7595.44,7595.44,58.6,1898.86,7595.44,7595.44,4,0.011251466643113916,False
352,0.0,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,0.009896463587501467,False
353,244.871644,3,1,0,0,3,7595.44,7595.44,58.6,2531.813333333333,7595.44,7595.44,3,0.011188824678721189,False
354,12.896684,3,2,1,1,5,7595.44,7595.44,58.6,2531.813333333333,3797.72,3797.72,5,0.01954341214264487,False
355,26.548473,8,2,1,0,9,7595.44,7595.44,58.6,949.43,3797.72,3797.72,9,0.013698622000514273,False
356,1284.208503,32,3,5,4,41,7595.44,7595.44,58.6,237.3575,2531.813333333333,1265.9066666666663,41,0.029265117505464944,False
357,970.987862,10,1,0,0,10,7595.44,7595.44,58.6,759.544,7595.44,7595.44,10,0.20396199579623436,False
358,744.299283,12,2,1,1,14,7595.44,7595.44,58.6,632.9533333333333,3797.72,3797.72,14,0.08103324620607741,False
359,3100.345406,55,4,6,6,67,7595.44,7595.44,58.6,138.09890909090907,1898.86,1085.0628571428572,67,0.3084683230479296,False
360,101.919925,10,3,2,2,14,7595.44,7595.44,58.6,759.544,2531.813333333333,2531.813333333333,14,0.05071902362696423,False
361,0.500069,4,1,0,0,4,7595.44,7595.44,58.6,1898.86,7595.44,7595.44,4,0.011235329670726978,False
362,0.0,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,0.00989646072735617,False
363,118.437105,4,1,0,0,4,7595.44,7595.44,58.6,1898.86,7595.44,7595.44,4,0.015596341015616242,False
364,1677.038325,38,3,2,2,42,7595.44,7595.44,58.6,199.88,2531.813333333333,2531.813333333333,42,0.23557516493403025,False
365,36.541515,9,2,1,1,11,7595.439999999999,7595.44,58.6,843.9377777777777,3797.7199999999993,3797.7199999999993,11,0.009913664216749269,False
366,892.846059,20,2,1,1,22,7595.44,7595.44,58.6,379.772,3797.72,3797.72,22,0.11263296801007538,False
367,142.28982,12,1,0,0,12,7595.44,7595.44,58.6,632.9533333333333,7595.44,7595.44,12,0.06762271103034435,False
368,0.0,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,0.00989646072735617,False
369,924.479174,34,5,10,10,54,7595.44,7595.44,58.6,223.39529411764704,1519.088,690.4945454545455,54,0.18490600320636016,False
370,128.28922,4,3,2,2,8,7595.44,7595.44,58.6,1898.86,2531.813333333333,2531.813333333333,8,0.087193871725072,False
371,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
372,826.284725,40,4,7,7,54,7595.44,7595.44,58.6,189.886,1898.86,949.43,54,0.040852493499698536,False
373,308.133535,9,1,0,0,9,7595.439999999999,7595.44,58.6,843.9377777777777,7595.439999999999,7595.439999999999,9,0.06556442726606673,False
374,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
375,3.817732,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,0.009669080468178772,False
376,102.908361,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,0.005090892573245387,False
377,1425.609053,7,3,3,3,13,7595.44,7595.44,58.6,1085.0628571428572,2531.813333333333,1898.86,13,0.20178221592560278,False
378,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
379,4.813558,2,2,1,1,4,7595.44,7595.44,58.6,3797.72,3797.72,3797.72,4,0.03777376843413071,False
380,0.336098,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,0.009876287520001,False
381,0.159331,3,2,2,0,5,7595.44,7595.44,58.6,2531.813333333333,3797.72,2531.813333333333,5,0.041087849221081725,False
382,450.807986,13,1,0,0,13,7595.44,7595.44,58.60000000000001,584.2646153846155,7595.44,7595.44,13,0.11220488821695483,False
383,20.881157,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,0.00869904689976083,False
384,603.44301,60,3,4,4,68,7595.44,7595.44,58.6,126.59066666666666,2531.813333333333,1519.088,68,0.504453650696597,False
385,450.134298,8,1,0,0,8,7595.44,7595.44,58.6,949.43,7595.44,7595.44,8,0.08008925865265405,False
386,1.612399,3,1,0,0,3,7595.44,7595.44,58.6,2531.813333333333,7595.44,7595.44,3,0.0046529374455045605,False
387,453.698623,4,1,0,0,4,7595.44,7595.44,58.6,1898.86,7595.44,7595.44,4,0.046761087381128,False
388,424.697423,9,3,3,3,15,7595.439999999999,7595.44,58.6,843.9377777777777,2531.813333333333,1898.86,15,0.0754123363854003,False
389,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
390,262.018682,14,2,2,2,18,7595.44,7595.44,58.6,542.5314285714286,3797.72,2531.813333333333,18,0.015085825569894453,False
391,1.421804,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,0.009811338528748183,False
392,227.557682,11,2,2,2,15,7595.44,7595.44,58.6,690.4945454545455,3797.72,2531.813333333333,15,0.018207933621702616,False
393,1249.536309,15,2,2,2,19,7595.44,7595.44,58.6,506.36266666666666,3797.72,2531.813333333333,19,0.1578222217187308,False
394,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
395,67.48473,8,4,5,0,13,7595.44,7595.44,58.6,949.43,1898.86,1265.9066666666663,13,0.3034695382418839,False
396,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
397,83.283107,8,3,3,3,14,7595.44,7595.44,58.6,949.43,2531.813333333333,1898.86,14,0.07333247200082763,False
398,217.9851,18,4,4,3,25,7595.439999999999,7595.44,58.6,421.9688888888888,1898.86,1519.0879999999995,25,0.12022083536051793,False
399,323.393778,4,1,0,0,4,7595.44,7595.44,58.6,1898.86,7595.44,7595.44,4,0.031349570201012936,False
400,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
401,3.752422,3,2,1,1,5,7595.44,7595.44,58.6,2531.813333333333,3797.72,3797.72,5,0.01978985443709663,False
402,32.862516,2,2,1,1,4,7595.44,7595.44,58.6,3797.72,3797.72,3797.72,4,0.035443969645837486,False
403,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
404,34.499666,3,1,0,0,3,7595.44,7595.44,58.6,2531.813333333333,7595.44,7595.44,3,0.004681927290080798,False
405,0.0,5,1,0,0,5,7595.44,7595.44,58.6,1519.088,7595.44,7595.44,5,0.017851127289434197,False
406,2.133439,3,2,1,1,5,7595.44,7595.44,58.6,2531.813333333333,3797.72,3797.72,5,0.019835635752172502,False
407,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
408,0.0,1,1,0,0,1,7595.44,7595.44,58.6,7595.44,7595.44,7595.44,1,0.17856991588749355,False
409,701.063029,18,4,3,3,24,7595.439999999999,7595.44,58.6,421.9688888888888,1898.86,1898.86,24,0.14019280847245932,False
410,0.0,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,0.00989646072735617,False
411,61.880671,10,1,0,0,10,7595.44,7595.44,58.6,759.544,7595.44,7595.44,10,0.04721251391227292,False
412,0.0,3,2,1,1,5,7595.44,7595.44,58.6,2531.813333333333,3797.72,3797.72,5,0.01989693485964414,False
413,1.848011,6,1,0,0,6,7595.44,7595.44,58.6,1265.9066666666663,7595.44,7595.44,6,0.022855922512436785,False
414,10.090053,4,1,0,0,4,7595.44,7595.44,58.6,1898.86,7595.44,7595.44,4,0.011461594432618178,False
415,45.096303,10,2,1,1,12,7595.44,7595.44,58.6,759.544,3797.72,3797.72,12,0.01051569874194823,False
416,858.214808,106,4,5,5,116,7595.44,7595.44,58.6,71.65509433962265,1898.86,1265.9066666666668,116,2.411487754494875,True
417,0.0,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,0.00989646072735617,False
418,27.930372,4,1,0,0,4,7595.44,7595.44,58.6,1898.86,7595.44,7595.44,4,0.011942979573701672,False
419,1925.336369,66,2,4,4,74,7595.44,7595.44,58.6,115.08242424242424,3797.72,1519.088,74,0.9196493441876822,True
420,0.0,3,1,0,0,3,7595.44,7595.44,58.6,2531.813333333333,7595.44,7595.44,3,0.004658391039865781,False
421,197.274209,8,1,0,0,8,7595.44,7595.44,58.6,949.43,7595.44,7595.44,8,0.047188689813955756,False
422,97.44955,17,4,3,3,23,7595.44,7595.44,58.6,446.7905882352941,1898.86,1898.86,23,0.12469075150908886,False
423,29.577131,15,3,7,7,29,7595.44,7595.44,58.6,506.36266666666666,2531.813333333333,949.43,29,0.19455022964449992,False
424,0.408146,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,0.00987196917202384,False
425,383.403237,2,1,0,0,2,7595.44,7595.44,58.6,3797.72,7595.44,7595.44,2,0.005950714046863224,False
