session_id,session_length,pages_visited,unique_domains,domain_switches,category_switches,session_complexity,avg_ram,peak_ram,avg_cpu,ram_per_page,ram_per_domain,ram_per_switch,session_intensity,efficiency_score,ram_efficiency,high_ram_usage,cluster,cluster_label
563,1.0,1,1,1,0,2,6982.07,6982.07,42.8,6982.07,6982.07,3491.035,2,2.0,0.0002864480018103,True,0,Casual Browsing
565,654.893487,23,5,11,9,25,6982.07,6982.07,42.8,303.5682608695652,1396.414,581.8391666666666,43,0.0381741466303512,0.0035806000226293,True,0,Casual Browsing
566,335.553263,12,4,7,3,14,6982.07,6982.07,42.79999999999999,581.8391666666666,1745.5175,872.75875,22,0.0417221393552653,0.0020051360126724,True,0,Casual Browsing
535,107.788591,5,2,2,4,7,6982.07,6982.07,42.8,1396.414,3491.035,2327.3566666666666,11,0.0649419380572476,0.0010025680063362,True,0,Casual Browsing
536,40.130104,4,3,2,0,5,6982.07,6982.07,42.8,1745.5175,2327.3566666666666,2327.3566666666666,6,0.1245947431384678,0.0007161200045258,True,0,Casual Browsing
537,1442.180271,9,4,6,4,11,6982.07,6982.07,42.8,775.7855555555556,1745.5175,997.4385714285714,19,0.0076273405074198,0.0015754640099569,True,0,Casual Browsing
538,1.0,1,1,1,0,2,6982.07,6982.07,42.8,6982.07,6982.07,3491.035,2,2.0,0.0002864480018103,True,0,Casual Browsing
539,197.274209,8,1,1,0,9,6982.07,6982.07,42.8,872.75875,6982.07,3491.035,9,0.0456217771477669,0.0012890160081465,True,0,Casual Browsing
540,97.44955,7,3,3,0,8,6982.07,6982.07,42.8,997.4385714285714,2327.3566666666666,1745.5175,10,0.0820937603098218,0.0011457920072414,True,0,Casual Browsing
542,1.0,2,1,1,0,3,6982.07,6982.07,42.8,3491.035,6982.07,3491.035,3,3.0,0.0004296720027155,True,0,Casual Browsing
571,14.850757,4,2,2,3,6,6982.07,6982.07,42.8,1745.5175,3491.035,2327.3566666666666,9,0.4040198085525202,0.000859344005431,True,0,Casual Browsing
572,1.0,2,1,1,0,3,6982.07,6982.07,42.8,3491.035,6982.07,3491.035,3,3.0,0.0004296720027155,True,0,Casual Browsing
573,54.450274,3,2,2,0,4,6982.07,6982.07,42.79999999999999,2327.3566666666666,3491.035,2327.3566666666666,5,0.0734615219750776,0.0005728960036207,True,0,Casual Browsing
574,19.166599,2,2,2,0,3,6982.07,6982.07,42.8,3491.035,3491.035,2327.3566666666666,4,0.1565222917221777,0.0004296720027155,True,0,Casual Browsing
9,15.791363,3,3,2,0,4,6982.07,6982.07,42.79999999999999,2327.3566666666666,2327.3566666666666,2327.3566666666666,5,0.2533030239378323,0.0005728960036207,True,0,Casual Browsing
576,1426.488678,20,8,16,9,22,6982.07,6982.07,42.8,349.1035,872.75875,410.71,45,0.0154224848323682,0.0031509280199138,True,0,Casual Browsing
578,3277.9079,57,9,14,1,58,6982.07,6982.07,42.8,122.49245614035088,775.7855555555556,465.4713333333333,72,0.0176942128239783,0.0083069920525001,True,1,Heavy Multitasking
579,2039.409479,35,5,14,9,37,6982.07,6982.07,42.8,199.48771428571428,1396.414,465.4713333333333,58,0.0181425066329212,0.0052992880334915,True,0,Casual Browsing
580,1564.593494,32,5,9,2,34,6982.07,6982.07,42.8,218.1896875,1396.414,698.207,43,0.0217308841755927,0.0048696160307759,True,0,Casual Browsing
581,933.141319,18,3,3,2,20,6982.07,6982.07,42.8,387.8927777777778,2327.3566666666666,1745.5175,23,0.0214329808280625,0.0028644800181035,True,0,Casual Browsing
582,540.65749,31,2,1,1,33,6982.07,6982.07,42.8,225.22806451612905,3491.035,3491.035,33,0.0610367942928155,0.0047263920298707,True,0,Casual Browsing
551,116.496341,2,2,2,1,4,6982.07,6982.07,42.8,3491.035,3491.035,2327.3566666666666,5,0.0343358423592033,0.0005728960036207,True,0,Casual Browsing
553,1.0,1,1,1,0,2,6982.07,6982.07,42.8,6982.07,6982.07,3491.035,2,2.0,0.0002864480018103,True,0,Casual Browsing
554,400.824089,2,2,1,0,3,6982.07,6982.07,42.8,3491.035,3491.035,3491.035,3,0.0074845800996755,0.0004296720027155,True,0,Casual Browsing
555,544.988978,16,4,8,2,18,6982.07,6982.07,42.8,436.379375,1745.5175,775.7855555555556,26,0.0330281908930642,0.0025780320162931,True,0,Casual Browsing
556,1601.065366,21,4,4,0,22,6982.07,6982.07,42.8,332.4795238095238,1745.5175,1396.414,25,0.0137408506030977,0.0031509280199138,True,0,Casual Browsing
587,1.0,1,1,1,0,2,6982.07,6982.07,42.8,6982.07,6982.07,3491.035,2,2.0,0.0002864480018103,True,0,Casual Browsing
588,1239.67816,27,7,13,6,29,6982.07,6982.07,42.8,258.5951851851852,997.4385714285714,498.7192857142857,46,0.0233931684333295,0.00415349602625,True,0,Casual Browsing
589,1347.059595,10,4,6,0,11,6982.07,6982.07,42.8,698.207,1745.5175,997.4385714285714,16,0.0081659341879376,0.0015754640099569,True,0,Casual Browsing
590,656.624904,4,2,2,0,5,6982.07,6982.07,42.8,1745.5175,3491.035,2327.3566666666666,6,0.0076146974772677,0.0007161200045258,True,0,Casual Browsing
591,2283.213738,42,9,20,2,44,6982.07,6982.07,42.8,166.2397619047619,775.7855555555556,332.4795238095238,64,0.0192710823641689,0.0063018560398277,True,1,Heavy Multitasking
592,142.527432,6,3,2,0,7,6982.07,6982.07,42.79999999999999,1163.6783333333333,2327.3566666666666,2327.3566666666666,8,0.049113352438708,0.0010025680063362,True,0,Casual Browsing
593,57.968604,7,1,1,0,8,6982.07,6982.07,42.8,997.4385714285714,6982.07,3491.035,8,0.1380057384166091,0.0011457920072414,True,0,Casual Browsing
594,952.052271,18,4,5,4,20,6982.07,6982.07,42.8,387.8927777777778,1745.5175,1163.6783333333333,27,0.0210072499265116,0.0028644800181035,True,0,Casual Browsing
595,410.749351,12,3,4,1,14,6982.07,6982.07,42.79999999999999,581.8391666666666,2327.3566666666666,1396.414,17,0.0340840465503255,0.0020051360126724,True,0,Casual Browsing
596,1383.88519,34,12,17,7,36,6982.07,6982.07,42.8,205.355,581.8391666666666,387.8927777777778,58,0.0260137186669365,0.0051560640325863,True,0,Casual Browsing
