session_id,session_length,pages_visited,unique_domains,domain_switches,category_switches,session_complexity,avg_ram,peak_ram,avg_cpu,ram_per_page,ram_per_domain,ram_per_switch,session_intensity,efficiency_score,ram_efficiency,high_ram_usage,anomaly_score,is_anomaly
146,337.430951,12,2,1,0,13,6982.07,6982.07,42.79999999999999,581.8391666666666,3491.035,3491.035,13,0.0385264006205524,0.0018619120117672,True,0.012938416472690928,False
147,1.0,1,1,1,0,2,6982.07,6982.07,42.8,6982.07,6982.07,3491.035,2,2.0,0.0002864480018103,True,0.0004470827423434602,False
149,1.0,1,1,1,0,2,6982.07,6982.07,42.8,6982.07,6982.07,3491.035,2,2.0,0.0002864480018103,True,0.0004470827423434602,False
150,991.397244,19,5,8,3,21,6982.07,6982.07,42.8,367.47736842105263,1396.414,775.7855555555556,30,0.0211822255176654,0.0030077040190086,True,0.016545595406305937,False
119,16.913609,8,1,1,0,9,6982.07,6982.07,42.8,872.75875,6982.07,3491.035,9,0.5321158837241655,0.0012890160081465,True,0.016337010867377568,False
120,3963.527614,47,2,2,0,48,6982.07,6982.07,42.8,148.55468085106384,3491.035,2327.3566666666666,49,0.012110424014823,0.0068747520434484,True,1.085435123183857,True
153,45.955478,4,4,4,0,5,6982.07,6982.07,42.8,1745.5175,1745.5175,1396.414,8,0.108800957309159,0.0007161200045258,True,0.03921817107858697,False
154,1516.803623,29,10,14,7,31,6982.07,6982.07,42.8,240.76103448275865,698.207,465.4713333333333,50,0.0204377148959381,0.0044399440280604,True,0.09817114865407207,False
155,1104.708175,14,4,8,4,16,6982.07,6982.07,42.8,498.7192857142857,1745.5175,775.7855555555556,26,0.0144834630195436,0.0022915840144828,True,0.018423071782483955,False
156,639.042695,17,5,12,3,19,6982.07,6982.07,42.8,410.71,1396.414,537.0823076923077,32,0.0297319727596604,0.0027212560171983,True,0.0794939090744937,False
159,1400.590283,16,2,2,0,17,6982.07,6982.07,42.8,436.379375,3491.035,2327.3566666666666,18,0.0121377394990823,0.0024348080153879,True,0.06721923666566156,False
160,136.474774,7,1,1,0,8,6982.07,6982.07,42.8,997.4385714285714,6982.07,3491.035,8,0.0586188917228029,0.0011457920072414,True,0.011211623726844406,False
161,916.508626,33,5,13,2,35,6982.07,6982.07,42.8,211.5778787878788,1396.414,498.7192857142857,48,0.0381884021678591,0.0050128400316811,True,0.056605076021409864,False
162,500.48712,10,4,3,2,12,6982.07,6982.07,42.8,698.207,1745.5175,1745.5175,15,0.0239766409972748,0.0017186880108621,True,0.013021145085197248,False
163,10.072585,10,2,5,0,11,6982.07,6982.07,42.8,698.207,3491.035,1163.6783333333333,15,1.0920731867738025,0.0015754640099569,True,0.024172611421676763,False
164,2564.421877,18,6,8,0,19,6982.07,6982.07,42.8,387.8927777777778,1163.6783333333333,775.7855555555556,26,0.0074090773325593,0.0027212560171983,True,0.2622956324927173,False
165,1.0,3,2,2,2,5,6982.07,6982.07,42.79999999999999,2327.3566666666666,3491.035,2327.3566666666666,7,5.0,0.0007161200045258,True,0.002515211010967939,False
166,15.611211,3,2,2,0,4,6982.07,6982.07,42.79999999999999,2327.3566666666666,3491.035,2327.3566666666666,5,0.2562261185246935,0.0005728960036207,True,0.0016802432399065676,False
135,5.786642,2,1,1,0,3,6982.07,6982.07,42.8,3491.035,6982.07,3491.035,3,0.5184353896439421,0.0004296720027155,True,0.0013943320043007283,False
136,51.095377,10,2,2,0,11,6982.07,6982.07,42.8,698.207,3491.035,2327.3566666666666,12,0.2152836645084349,0.0015754640099569,True,0.012608414128919092,False
