session_id,session_length,pages_visited,unique_domains,domain_switches,category_switches,session_complexity,avg_ram,peak_ram,avg_cpu,ram_per_page,ram_per_domain,ram_per_switch,session_intensity,efficiency_score,ram_efficiency,high_ram_usage
120,3963.527614,47,2,2,0,48,6982.07,6982.07,42.8,148.55468085106384,3491.035,2327.3566666666666,49,0.012110424014823073,0.006874752043448433,True
153,45.955478,4,4,4,0,5,6982.07,6982.07,42.8,1745.5175,1745.5175,1396.414,8,0.10880095730915909,0.0007161200045258785,True
154,1516.803623,29,10,14,7,31,6982.07,6982.07,42.8,240.76103448275862,698.207,465.4713333333333,50,0.020437714895938115,0.004439944028060447,True
155,1104.708175,14,4,8,4,16,6982.07,6982.07,42.8,498.7192857142857,1745.5175,775.7855555555556,26,0.014483463019543601,0.002291584014482811,True
156,639.042695,17,5,12,3,19,6982.07,6982.07,42.8,410.71,1396.414,537.0823076923077,32,0.029731972759660448,0.0027212560171983383,True
159,1400.590283,16,2,2,0,17,6982.07,6982.07,42.8,436.379375,3491.035,2327.3566666666666,18,0.01213773949908233,0.0024348080153879866,True
160,136.474774,7,1,1,0,8,6982.07,6982.07,42.8,997.4385714285714,6982.07,3491.035,8,0.05861889172280293,0.0011457920072414055,True
161,916.508626,33,5,13,2,35,6982.07,6982.07,42.8,211.57787878787877,1396.414,498.7192857142857,48,0.03818840216785913,0.005012840031681149,True
162,500.48712,10,4,3,2,12,6982.07,6982.07,42.8,698.207,1745.5175,1745.5175,15,0.023976640997274815,0.0017186880108621082,True
163,10.072585,10,2,5,0,11,6982.07,6982.07,42.8,698.207,3491.035,1163.6783333333333,15,1.0920731867738023,0.0015754640099569326,True
164,2564.421877,18,6,8,0,19,6982.07,6982.07,42.8,387.8927777777778,1163.6783333333333,775.7855555555556,26,0.007409077332559349,0.0027212560171983383,True
165,1.0,3,2,2,2,5,6982.07,6982.07,42.79999999999999,2327.3566666666666,3491.035,2327.3566666666666,7,5.0,0.0007161200045258785,True
166,15.611211,3,2,2,0,4,6982.07,6982.07,42.79999999999999,2327.3566666666666,3491.035,2327.3566666666666,5,0.25622611852469357,0.0005728960036207027,True
135,5.786642,2,1,1,0,3,6982.07,6982.07,42.8,3491.035,6982.07,3491.035,3,0.5184353896439421,0.00042967200271552705,True
136,51.095377,10,2,2,0,11,6982.07,6982.07,42.8,698.207,3491.035,2327.3566666666666,12,0.2152836645084349,0.0015754640099569326,True
