Region,Avg_CI_Width
Africa,5.834619653000322
Americas,11.602240088177723
Eastern Mediterranean,9.797127454652204
Europe,5.636024997730186
South-East Asia,5.48302722175
Unknown,1.4747398645316805
Western Pacific,10.601533972282501
