Country,Avg_Obesity,Avg_Malnutrition
Oman,18.295428530303028,6.635806032575758
Pakistan,8.04264340378788,16.123748233333334
Palau,28.149440053030304,1.7763578345454545
"Palestine, State of",15.785224875757576,3.5980243803030305
Panama,17.05018013409091,2.1569098439393937
Papua New Guinea,13.954669643181818,2.278304053030303
Paraguay,16.311346490151514,2.331380996212121
Peru,15.019441613636364,1.2278438195454546
Philippines,4.988531016666666,10.06520774469697
Poland,12.61522562878788,2.6006106888636364
Portugal,13.019819437121212,1.4760131821969698
Puerto Rico,23.617096863636363,3.507652890151515
Qatar,25.969774689393937,4.858370685606061
Romania,13.696600162878788,4.244640024242424
Russian Federation,12.041327567424243,3.2108964484848483
Rwanda,1.7671937959090909,6.4794099060606065
Saint Kitts and Nevis,25.98410875,3.28561908030303
Saint Lucia,20.11116771969697,3.8091334462121216
Saint Vincent and the Grenadines,19.940941674242424,3.413964950757576
Samoa,29.05947737121212,0.847818549469697
Sao Tome and Principe,5.968428157575758,4.981097687878788
Saudi Arabia,20.753596353787877,8.604044738636363
Senegal,3.2261882596969698,16.818375560606057
Serbia,13.698808418181818,2.3013639113636364
Seychelles,17.635766918181815,5.614234328787878
Sierra Leone,3.296938000909091,5.2833849825757575
Singapore,12.797577475,3.915011893939394
Slovakia,13.926045334090908,2.8873399062878784
Slovenia,13.001967181060605,1.714849510151515
Solomon Islands,9.40433449090909,1.9403178791666666
Somalia,4.676984508333333,10.032604934090909
South Africa,12.33038410151515,4.194283195454545
South Sudan,4.724953951515152,9.343309803787879
South-East Asia Region,4.2365627272727275,19.238903143939396
Spain,13.77267992348485,1.298442030530303
Sri Lanka,6.1664407742424245,17.87190712121212
Sudan,6.717765083333333,14.380393460606061
Suriname,18.410149050757575,5.20705563030303
Sweden,10.293725281060606,1.570667783409091
Switzerland,8.328378612121213,1.8032871728787878
Syrian Arab Republic,17.764437590909093,4.665270221212121
Tajikistan,5.390427541666667,6.30864806060606
"Tanzania, United Republic of",3.1592632549242423,7.738962981060606
Thailand,11.095711322727272,7.606188665151515
Timor-Leste,0.9940674262878788,17.099474628787878
Togo,4.047033110606061,6.280118357575757
Tokelau,37.960965803030305,0.9013798741666667
Tonga,36.606795007575755,0.3924017756060606
Trinidad and Tobago,18.87972107121212,8.622947366666667
Tunisia,12.304629996212121,4.634808040151515
Turkmenistan,6.515881792424242,4.452971177272727
Tuvalu,33.97153476515152,1.4115386532575758
Türkiye,14.91871211969697,2.108968627272727
Uganda,3.1765686423484847,7.839733667424243
Ukraine,9.828619369469697,4.155655207575758
United Arab Emirates,22.305183757575758,3.335478709848485
United Kingdom,14.972980053787879,1.4272907049242425
United States,25.244768522727274,1.2984990024242424
Upper Middle Income,11.057807799242424,4.4759927818181815
Uruguay,18.714372140151514,1.443350335
Uzbekistan,9.55048273560606,3.189030156060606
Vanuatu,11.959232728030303,2.2876343151515153
"Venezuela, Bolivarian Republic of",14.999524558333334,2.7109871371212124
Viet Nam,4.042492170378788,12.928027868939393
Western Pacific Region,8.085530696969697,5.283882666666666
Yemen,8.681011962121211,14.708133537878789
Zambia,4.526529448484848,5.684549042424242
Zimbabwe,4.036549955833333,6.286232238636364
