Cluster,carat,depth,table,price
0,1.056203787825844,62.486581871549376,57.15230973513174,8.522475192063599
1,0.42810563174788446,62.14220601108841,55.797379632331484,6.9412281241731355
2,1.081761861589604,60.50645210033243,59.10997280145059,8.551982752118331
3,0.42802245989304816,60.966352941176474,58.80393582887701,6.922865859389887
